#,Term,Sinhala Term,Tamil Term,Glossary
7763,suit for damages,වන්දි ඉල්ලී‍මේ නඩුව,நட்ட ஈட்டு வழக்கு,Law
7764,suitability,‍යෝග්‍යතාව; උචිතභාවය,பொருத்தம் ; தகுதி ; சேர்வு ;,Law
7765,suitable (adj),‍‍යෝග්‍ය; සුදුසු,பொருத்தமான; தகுந்த,Law
7766,suitor,නඩු කියන්නා,வழக்குத் தொடுப்பவர்,Law
7767,summary,සාරංශය; සම්පිණ්ඩනය; සංක්‍‍ෂේපණීය (ලඝු),தொகுப்பு; பொழிப்பு,Law
7768,summary case,ලඝු නඩුව,சுருக்கமுறை வழக்கு,Law
7769,summary conviction,ලඝු විනිශ්චයකින් වරදකරු බව තීරණය කිරීම,உடனடிக் குற்றதீர்ப்பு,Law
7770,summary execution,ලඝු වශයෙන් ක්‍රියාත්මක කිරිම,உடனடி நிறைவேற்றம்,Law
7771,summary jurisdiction,ලඝු අධිකරණ බලය,சுருக்க வழக்கு நியாயாதிக்கம்,Law
7772,summary manner,ලඝු ක‍්‍රමයට,சுருக்க முறை; உடனடி முறை,Law
7773,summary of distribution,බෙදා දී‍‍මේ සාරාංශ සටහන,பகிர்ந்தளிக்கும் சுருக்கக் குறிப்பு,Law
7774,summary offence,ලඝු වරද,உடனடி விசாரனைக்குரிய தவறு,Law
7775,summary procedure,ලඝු කාර්ය පටිපාටිය; සංක්ෂිප්ත ක‍්‍රමය,சுருக்கமுறை நடவடிக்கை,Law
7776,summary remedy,ලඝු ප්‍රතිකර්මය,உடனடி விசாரணை நிவாரணம்,Law
7777,summary trail,ලඝු නඩු විභාගය,சுருக்க விளக்கம்,Law
7778,summary way,ලඝු  ආකාරයෙන්,உடனடி முறை,Law
7779,summing up,සම්පිණ්ඩන ‍දේශනය,தொகுப்புரை,Law
7780,summon,කැඳවනවා,அழைப்பாணை வழங்கு,Law
7781,summons,සිතාසිය; කැඳවීම් නි‍යෝගය,அழைப்பாணை,Law
7782,super altum mare,මහ මුහු‍දෙහි,பெருங் கடலில்,Law
7783,super event,පවත්නා සිද්ධිය,மேல்வரும் நிகழ்வு,Law
7784,super state,උත්තරීතර රාජ්‍යය,உயர் அரசு,Law
7785,super tax,පවත්නා අධිබද්ද,உயர் வரி,Law
7786,superannuation allowance,විශ්‍රාම වැටුප් දීමනාව,மூப்பு அனுமதிப்பு வயோதிபர் படி,Law
7787,superficiarum,අන්සතු ඉඩමක තැනු නිවස,உரிமையற்ற காணியில் நிர்மாணித்த வீடு,Law
7788,superficiarus,අන්සතු ඉඩමක තැනු නිවසක හිමිකරුවා,உரிமையற்ற காணியில் நிர்மாணித்த வீட்டுடைமையாளர்,Law
7789,superflous matter,අතිරික්ත ‍දේ,மேலதிகப் பொருள்,Law
7790,superimpose,අධිස්ථාපනය කරනවා;,மேல்வைத்து இணைவி ;மேலும் விதி / சுமத்து,Law
7791,superintend,විධාන කරනවා; ‍‍‍‍මෙ‍හෙයවනවා,கட்டளையிடுதல்;கொண்டுநடாத்துதல்,Law
7792,superintendant,අධීකාරී; අධිකාරීවරයා,அத்தியட்சகர்;,Law
7793,superintendant of prison,බන්ධනාගාර අධිකාරී,மறியற்சாலை கண்காணிப்பாளர்,Law
7794,superintendence,අධීක්ෂණය; අධිකාරීත්වය,கண்காணிப்பு,Law
7795,superior,ඉහළ; උත්තම; වඩා උසස්,மேலதிகாரி; மேல்நிலை தகுதியுடைய,Law
7796,superior authority,ඉහළ බලධරයා,மேலதிகாரி,Law
7797,superior court,වඩා උසස් අධිකරණය,மேல்நிலை நீதிமன்றம்,Law
7798,supernatual,අධි ස්වාභාවික,முற்றிலும் இயற்கையான,Law
7799,supernumeracy,අධි සංඛ්‍යා,மேலதிக,Law
7800,supersede,අභිභවනය කරනවා; ඉක්මවා සිටිනවා,மேலுறு,Law
7801,supervening event,අධීක්ෂණ සිද්ධිය,மேல்வரும் நிகழ்வு,Law
7802,supervise,අධීක්ෂණය කරනවා,மேற்பார்வை செய்தல்,Law
7803,supervising staff,අධීක්ෂණ කාර්ය මණ්ඩලය,மேற்பார்வை பதவி அணியினர்,Law
7804,supervision,අධීක්ෂණය,மேற்பார்வை,Law
7805,supervision order,අධීක්ෂණ නි‍යෝගය; අධීක්ෂණ ආඥාව,மேற்பார்வைக் கட்டளை,Law
7806,supervisor,අධික්ෂක,மேற்பார்வையாளர்,Law
7807,supervisor and control,අධීක්ෂණය හා පාලනය,மேற்பார்வை மற்றும் நிருவகித்தல்,Law
7808,supplement,ඌන පූරක; පරිපූරක; අති‍රේක,குறைநிறைவுக்கூறு; குறைநிரப்பு,Law
7809,supplemental answer,පරිපූරක උත්තරය,மேலதிகப் பதில்,Law
7810,supplemental citation,පරිපූරක කැඳවීම් නි‍යෝගය,மேலதிக அழைப்புக் கட்டளை,Law
7811,supplemental deed,පරිපූරක ඔප්පුව,பின்சேர்த்த உறுதி,Law
7812,supplemental matters,පරිපූරක කරුණු,பின்சேர்த்த விடயங்கள்;மேலதிக விடயம்,Law
7813,supplemental panel,පරිපුරක මූල මණ්ඩලය,மேலதிகச் சபை,Law
7814,supplementary,පරිපූරක,குறை நிரப்பு,Law
7815,supplementary budget,පරිපූරක අයවැය ‍ලේඛනය,குறை நிரப்பு வரவு செலவு அறிக்கை,Law
7816,supplementary order,පරිපූරක ආඥාව,குறை நிரப்புக் கட்டளை,Law
7817,supplementary powers,පරිපූරක බලතල; අති‍රේක බලතල,மெய்யுறுதிப்படுத்து,Law
7818,supplicant,අයදින්නා; ආයාචකයා,வேண்டுநர்,Law
7819,supplies,සැපයුම්,வழங்கீட்டுப்பொருள்கள்,Law
7820,support,ආධාර කරනවා; සනාථ කරනවා; රුකුල් දෙනවා,உதவு; துணைநில்; ஆதரி,Law
7821,supporting application,තහවුරු කිරී‍මේ ඉල්ලීම,உறுதிப்படுத்தும் வேண்டுகோள்,Law
7822,supporting evidence,තහවුරු කිරී‍මේ සාක්ෂිය,ஆதரிக்கும் சான்று,Law
7823,supposition,සංකල්පිතය,தற்கோள்; உத்தேசம்; ஊகம்,Law
